numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
61976;20250106150000;101340;140;3;90;3.200000;301.950000;296.350000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;90;mq;298.750000;mq;305.250000;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20250106150000;101520;140;3;100;6.700000;301.050000;298.050000;84;18170;0;mq;mq;mq;2;450;mq;mq;mq;101370;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;9.400000;11.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;14.400000;14.400000;mq;mq;mq;mq;2;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20250106150000;101680;20;3;290;7.900000;290.250000;287.750000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101340;mq;mq;-130;mq;286.050000;mq;293.550000;mq;mq;mq;mq;12.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20250106150000;99690;120;3;260;15.000000;279.750000;276.150000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97940;mq;mq;560;mq;279.350000;mq;286.450000;mq;mq;mq;mq;22.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20250106150000;98960;40;0;100;5.700000;281.950000;278.150000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98600;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20250106150000;101220;40;3;60;2.700000;302.350000;296.050000;69;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101140;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;4.200000;6.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20250106150000;96800;270;1;320;6.800000;276.450000;275.750000;95;14060;0;mq;mq;100;8;450;mq;mq;mq;96720;mq;mq;400;mq;mq;mq;mq;275.450000;mq;mq;10.100000;12.600000;-10;mq;mq;mq;mq;0.000000;0.200000;1.600000;3.400000;6.200000;mq;mq;mq;mq;8;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20250106150000;mq;40;0;70;9.200000;302.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;20;mq;298.950000;mq;302.450000;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20250106150000;101700;20;0;70;6.800000;301.650000;291.450000;54;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101610;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20250106150000;101690;30;0;90;9.000000;299.850000;295.250000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;10;mq;298.350000;mq;301.950000;mq;mq;mq;12.500000;12.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20250106150000;101620;30;0;90;6.900000;301.850000;294.850000;66;43380;0;mq;mq;90;7;800;mq;mq;mq;101530;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;10.900000;11.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.200000;mq;mq;mq;mq;2;mq;990;6;mq;1200;7;mq;1380;mq;8;mq;
81401;20250106150000;101340;10;8;60;2.000000;304.350000;296.750000;64;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;30;mq;295.950000;mq;305.250000;mq;mq;mq;5.900000;8.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20250106150000;101370;30;0;50;6.800000;302.550000;296.750000;71;19950;0;mq;mq;90;5;800;mq;mq;mq;101280;mq;mq;70;mq;mq;mq;mq;299.950000;mq;mq;10.200000;12.400000;-10;mq;mq;mq;mq;0.000000;1.400000;1.400000;2.000000;2.000000;mq;mq;mq;mq;2;mq;840;3;mq;1020;5;mq;1260;mq;mq;mq;
81408;20250106150000;101280;0;0;40;4.000000;303.150000;297.050000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;80;mq;296.650000;mq;304.950000;mq;mq;mq;7.100000;8.400000;-10;mq;mq;mq;mq;0.000000;0.000000;1.000000;1.200000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20250106150000;99920;40;3;270;4.600000;270.850000;266.150000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99380;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
