numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07643;20241227180000;103100;40;3;320;2.100000;277.650000;274.350000;79;18000;0;mq;mq;mq;mq;mq;mq;mq;mq;103000;mq;mq;mq;270.850000;mq;286.550000;mq;mq;mq;mq;mq;2.600000;-10;mq;0.000000;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20241227180000;103070;30;3;130;2.500000;277.750000;271.550000;64;11250;0;mq;mq;mq;0;mq;mq;mq;mq;102670;mq;mq;90;271.950000;mq;288.450000;mq;270.350000;mq;mq;3.900000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20241227180000;mq;mq;mq;340;0.700000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.200000;2.700000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20241227180000;102970;10;3;320;6.700000;282.250000;270.650000;44;50000;2;0;0;0;0;mq;30;20;10;102650;mq;mq;70;279.650000;mq;289.650000;mq;278.450000;mq;mq;8.900000;9.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20241227180000;103120;20;3;320;1.600000;279.550000;277.350000;86;46750;0;mq;mq;mq;0;mq;mq;mq;mq;102570;mq;mq;80;275.350000;mq;285.650000;mq;274.650000;mq;mq;1.900000;5.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20241227180000;102920;70;2;60;2.500000;283.950000;281.150000;83;18050;0;mq;mq;mq;2;800;mq;mq;mq;102810;mq;mq;190;277.650000;mq;288.650000;mq;275.550000;mq;mq;3.000000;3.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20241227180000;102920;30;3;220;2.200000;279.350000;274.250000;70;39430;0;mq;mq;mq;0;mq;mq;mq;mq;102770;mq;mq;70;277.550000;mq;288.250000;mq;278.850000;mq;mq;2.900000;3.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20241227180000;101390;140;1;60;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101340;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;5.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20241227180000;101210;140;1;40;0.700000;302.450000;298.250000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;-110;mq;302.250000;mq;308.550000;mq;mq;mq;mq;2.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20241227180000;101190;140;1;170;2.500000;301.350000;296.450000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-150;mq;300.050000;mq;305.850000;mq;mq;mq;mq;4.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20241227180000;101570;130;1;110;4.500000;300.750000;295.950000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101480;mq;mq;50;mq;299.650000;mq;305.150000;mq;mq;mq;mq;7.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20241227180000;101730;130;3;120;6.000000;301.150000;290.650000;53;60000;0;mq;mq;100;8;1750;mq;mq;mq;101580;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;8.800000;11.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;1920;8;mq;2640;mq;mq;mq;mq;mq;mq;
